text,emotion,processed_text
dạy sát kiến thức trong giáo trình .,positive,dạy sát kiến thức giáo trình
"thầy rất vui tính và thú vị , lớp học luôn sôi động .",positive,thầy vui tính thú vị lớp học luôn sôi động
"hướng dẫn dễ hiểu , hết mình .",positive,hướng dẫn dễ hiểu hết
"giáo viên không dạy từ cơ bản đến nâng cao , truyền đạt không rõ cho sinh viên , cần chỉ cho sinh viên những kiến thức cơ sở là cái nào và phải có phương pháp học ra sao , giáo viên còn khắc khe với học sinh .",negative,giáo viên dạy cơ bản đến nâng cao truyền đạt rõ sinh viên chỉ sinh viên những kiến thức cơ sở cái nào phương pháp học ra sao giáo viên khắc khe học sinh
"nên cho sinh viên đi tham quan thực tế môi trường doanh nghiệp , hạn chê lý thuyết suông .",negative,sinh viên đi tham quan thực tế môi trường doanh nghiệp hạn chê lý thuyết suông
"thầy dạy nhiệt tình , có trình độ môn học yêu cầu sử dụng tư duy rất lớn .",positive,thầy dạy nhiệt tình trình độ môn học yêu cầu sử dụng tư duy lớn
"giảng viên truyền đạt tốt , nhiệt tình , tuân thủ giờ ra vào lớp .",positive,giảng viên truyền đạt tốt nhiệt tình tuân thủ giờ ra vào lớp
có hứng thú khi lên lớp .,positive,hứng thú khi lên lớp
thầy vẫn tuyệt vời như ngày nào .,positive,thầy vẫn tuyệt vời như ngày nào
cô chấm điểm thiếu sự minh bạch trong bài thi .,negative,cô chấm điểm thiếu sự minh bạch bài thi
nếu học theo lý thuyết trên lớp thì còn lâu mới làm được đồ án mang tầm cỡ lớn .,negative,nếu học theo lý thuyết lớp thì lâu mới làm đồ án mang tầm cỡ lớn
"thầy dạy hay , dễ hiểu , nhiệt tình .",positive,thầy dạy hay dễ hiểu nhiệt tình
"giáo viên giỏi , nhiệt tình .",positive,giáo viên giỏi nhiệt tình
lên lớp chưa đầy đủ .,negative,lên lớp chưa đầy đủ
"không những truyền đạt kiến thức môn học mà còn chỉ bảo những kiến thức bên ngoài , thực tế , hướng dẫn những cái hay mà thầy đã trải qua để sinh viên từ đó có thể rút ra những cái tốt hơn để phát triển sau này .",positive,không những truyền đạt kiến thức môn học mà còn chỉ bảo những kiến thức bên thực tế hướng dẫn những cái hay mà thầy trải qua để sinh viên có thể rút ra những cái tốt hơn để phát triển sau này
thầy dạy hay và rất nhiệt tình la em và các bạn theo xu hướng tốt .,positive,thầy dạy hay nhiệt tình la các theo xu hướng tốt
phong cách dạy tốt .,positive,phong cách dạy tốt
em mong rằng bất kỳ môn nào được mở ra thì cũng phải cung cấp kiến thức xứng đáng cho sinh viên .,negative,mong rằng bất kỳ môn nào mở ra thì cung cấp kiến thức xứng đáng sinh viên
cô giảng dạy rất nhiệt tình .,positive,cô giảng dạy nhiệt tình
theo em môn kiến trúc máy tính nên có thêm phần thực hành vì như vậy việc học sẽ dễ hình dung hơn rất nhiều .,negative,theo môn kiến trúc máy tính thêm phần thực hành vì như vậy việc học dễ hình dung hơn nhiều
buổi sửa bài tập cần làm kỹ lưỡng hơn .,negative,buổi sửa bài tập làm kỹ lưỡng hơn
giảng viên cho những ví dụ thực tế rất sống động .,positive,giảng viên những ví dụ thực tế sống động
cô giảng đến khi nào sinh viên chịu hiểu thì thôi .,positive,cô giảng đến khi nào sinh viên chịu hiểu thì thôi
"giảng viên dạy dễ hiểu , xúc tích .",positive,giảng viên dạy dễ hiểu xúc tích
chất lượng môn học đã phục vụ tốt sinh viên .,positive,chất lượng môn học phục vụ tốt sinh viên
"giảng viên tận tụy , quan tâm đến sinh viên , giảng dạy hay , nhiều hoạt động gần gũi với sinh viên .",positive,giảng viên tận tụy quan tâm đến sinh viên giảng dạy hay nhiều hoạt động gần gũi sinh viên
"phương pháp truyền đạt tốt , đảm bảo đủ lượng kiến thức cung cấp cho sinh viên .",positive,phương pháp truyền đạt tốt đảm bảo đủ lượng kiến thức cung cấp sinh viên
giải nhiều bài tập .,positive,giải nhiều bài tập
cô vui tính dễ gần .,positive,cô vui tính dễ gần
lâu lâu cô hay bận đột xuất .,negative,lâu lâu cô hay bận đột xuất
"giảng bài kỹ , nhắc lại kiến thức quan trọng trong những buổi học mới .",positive,giảng bài kỹ nhắc lại kiến thức quan trọng những buổi học mới
giảng viên không tạo được hứng thú học tập cho sinh viên .,negative,giảng viên tạo hứng thú học tập sinh viên
"cô wzjwz242 là một giảng viên rất tâm huyết và có khả năng truyền đạt cực kỳ cao , cô luôn truyền cảm hứng , kích thích khả năng học tập của sinh viên .",positive,cô wzjwz một giảng viên tâm huyết khả năng truyền đạt cực kỳ cao cô luôn truyền cảm hứng kích thích khả năng học tập sinh viên
dạy đủ giờ !,neutral,dạy đủ giờ
giúp sinh viên giải quyết những khúc mắc trong nhiều loại bài tập khác nhau .,positive,giúp sinh viên giải quyết những khúc mắc nhiều loại bài tập khác nhau
tận tâm hướng dẫn .,positive,tận tâm hướng dẫn
"thầy giảng nhiệt tình , minh họa cụ thể .",positive,thầy giảng nhiệt tình minh họa cụ thể
"các slide bài giảng thường xuyên sử dụng xen kẽ tiếng anh và việt một cách không thống nhất , gây khó hiểu cho sinh viên .",negative,các slide bài giảng thường xuyên sử dụng xen kẽ tiếng việt một cách thống nhất gây khó hiểu sinh viên
"giáo viên nhiệt tình , có đầy đủ các hoạt động học tập để sinh viên ôn luyện kiến thức .",positive,giáo viên nhiệt tình đầy đủ các hoạt động học tập để sinh viên ôn luyện kiến thức
thầy hơi bận .,negative,thầy hơi bận
theo em doubledot đừng bắt buộc sinh viên phải lên lớp đầy đủ .,negative,theo doubledot đừng bắt buộc sinh viên lên lớp đầy đủ
"có nhiều kiến thức hay , hữu ích , không khí lớp học thoải mái .",positive,nhiều kiến thức hay hữu ích không khí lớp học thoải mái
thầy truyền được lửa cho sinh viên rất nhiều .,positive,thầy truyền lửa sinh viên nhiều
giảng viên phương pháp dạy hay .,positive,giảng viên phương pháp dạy hay
"giảng viên nên cho sinh viên thưc tập nói , nghe nhiều hơn .",negative,giảng viên sinh viên thưc tập nói nghe nhiều hơn
"khả năng truyền đạt tốt , kể chuyện cho sinh viên hứng thú .",positive,khả năng truyền đạt tốt kể chuyện sinh viên hứng thú
giáo trình nên thống nhất bản tiếng anh .,negative,giáo trình thống nhất bản tiếng
học với thầy em học tốt và đạt được điểm cao .,positive,học thầy học tốt đạt điểm cao
"cô chú trọng đến phát âm , bản chất .",positive,cô chú trọng đến phát âm bản chất
"thầy up tài liệu , thông báo lên course , gmail của sinh viên giúp em dễ nắm bắt lịch nghỉ bù , có tài liệu tham khảo thêm .",positive,thầy up tài liệu thông báo lên course gmail sinh viên giúp dễ nắm bắt lịch nghỉ bù tài liệu tham khảo thêm
"cô biết cách truyền cảm hứng cho sinh viên , tận tâm với môn học .",positive,cô biết cách truyền cảm hứng sinh viên tận tâm môn học
"sao thầy không cho điểm cộng khi với mấy bạn lên bảng làm bài tập , nếu nhiều bài tập quá thì một bài nửa điểm cũng được , như vậy các bạn sẽ có hứng lên bảng làm bài tập hơn , lớp học sẽ sôi động hơn .",negative,sao thầy điểm cộng khi mấy lên bảng làm bài tập nếu nhiều bài tập thì một bài nửa điểm như vậy các hứng lên bảng làm bài tập hơn lớp học sôi động hơn
đề nghị trang bị loa và micro mới .,negative,đề nghị trang bị loa micro mới
"giảng viên luôn tận tâm , chu đáo .",positive,giảng viên luôn tận tâm chu đáo
"vui tính , dễ thương .",positive,vui tính dễ thương
"thầy hiền , dễ tính .",positive,thầy hiền dễ tính
cần ôn tập kỹ trước khi thi .,negative,ôn tập kỹ khi thi
càng cung cấp nhiều tài liệu trên mạng cho sinh viên sẽ càng cải tiến chất lượng môn học .,positive,càng cung cấp nhiều tài liệu mạng sinh viên càng cải tiến chất lượng môn học
"giảng viên nhiệt tình , bài giảng đầy đủ .",positive,giảng viên nhiệt tình bài giảng đầy đủ
"các tiết thực hạnh hay , thực tế , không khí vui vẻ .",positive,các tiết thực hạnh hay thực tế không khí vui vẻ
hoàn hảo !,positive,hoàn hảo
"khả năng truyền đạt - thầy nói khó nghe lại không dùng microphone , hiệu quả bài giảng thấp .",negative,khả năng truyền đạt thầy nói khó nghe lại dùng microphone hiệu quả bài giảng thấp
"thầy dạy rất hay , thực hành dễ hiểu , đánh vào trọng tâm .",positive,thầy dạy hay thực hành dễ hiểu đánh vào trọng tâm
phòng học và các thiết bị giảng dạy cần được nâng cấp tốt hơn .,negative,phòng học các thiết bị giảng dạy nâng cấp tốt hơn
thầy dạy nhiệt tình và truyền cảm .,positive,thầy dạy nhiệt tình truyền cảm
"thầy khá tận tậm , nhiệt tình .",positive,thầy khá tận tậm nhiệt tình
"mong cô sẽ dạy các môn liên quan trực tiếp tới lập trình như csharp , java .",positive,mong cô dạy các môn liên quan trực tiếp tới lập trình như csharp java
thầy hay đi trễ và nghỉ dạy nhiều .,negative,thầy hay đi trễ nghỉ dạy nhiều
chương trình học khá dài chưa tập trung .,negative,chương trình học khá dài chưa tập trung
"giọng thầy rất êm êm , không có cao độ điều này gây mất hứng thú với người nghe .",negative,giọng thầy êm êm cao độ điều gây mất hứng thú người nghe
nhưng mà nhìn dáng thầy đi em thấy thương thương thầy .,neutral,nhưng mà nhìn dáng thầy đi thấy thương thương thầy
"tôi cảm cảm thấy không cần thiết , thay vào đó là các lớp kỹ năng hay học thuật sẽ tốt hơn !",negative,cảm cảm thấy cần thiết thay vào các lớp kỹ năng hay học thuật tốt hơn
"kỳ này dạy bằng slide tiếng anh nên đa phần sinh viên không nắm bắt kịp , gần như toàn bộ các bạn đều không hiểu bài .",negative,kỳ dạy bằng slide tiếng đa phần sinh viên nắm bắt kịp gần như toàn bộ các hiểu bài
"thầy dạy tốt , bám sát nội dung , truyền đạt kiến thức cho sinh viên rất nhiệt tình .",positive,thầy dạy tốt bám sát nội dung truyền đạt kiến thức sinh viên nhiệt tình
giáo viên nhiệt tình gần gũi .,positive,giáo viên nhiệt tình gần gũi
chú trọng phần bài tập và thực hành về mạch .,negative,chú trọng phần bài tập thực hành về mạch
thầy dạy tận tâm và nhiệt tình .,positive,thầy dạy tận tâm nhiệt tình
nhìn chung thầy dạy tốt và khá hiền .,positive,nhìn chung thầy dạy tốt khá hiền
"giảng dễ hiểu , dễ tiếp thu .",positive,giảng dễ hiểu dễ tiếp thu
"cô rất nhiệt tình , bài giảng dễ hiểu .",positive,cô nhiệt tình bài giảng dễ hiểu
giảng bài tốt .,positive,giảng bài tốt
"giảng viên nhiệt tình , giàu kinh nghiệm .",positive,giảng viên nhiệt tình giàu kinh nghiệm
"giảng viên nhiệt tình , dạy bài kỹ , chi tiết , cập nhật bài giảng liên tục .",positive,giảng viên nhiệt tình dạy bài kỹ chi tiết cập nhật bài giảng liên tục
"vui vẻ , truyền đạt tốt .",positive,vui vẻ truyền đạt tốt
"giảng viên không tổ chức buổi gặp sinh viên nào , và cũng không có bài tập , nội dung phần thực hành .",negative,giảng viên tổ chức buổi gặp sinh viên nào bài tập nội dung phần thực hành
"cần một giảng viên có nhiệt huyết , tận tâm với lớp hơn .",negative,một giảng viên nhiệt huyết tận tâm lớp hơn
"thầy tận tụy , hết mình vì sinh viên .",positive,thầy tận tụy hết mình vì sinh viên
cần thêm vài ví dụ cụ thể hơn và có bài tập để rèn luyện .,negative,thêm vài ví dụ cụ thể hơn bài tập để rèn luyện
"giảng dạy tận tình , lên lớp đầy đủ .",positive,giảng dạy tận tình lên lớp đầy đủ
"không nhiệt tình , không cập nhật slide .",negative,nhiệt tình cập nhật slide
"cách dạy dễ hiểu , hướng dẫn tận tình .",positive,cách dạy dễ hiểu hướng dẫn tận tình
"truyền đạt bài học tốt , dễ hiểu .",positive,truyền đạt bài học tốt dễ hiểu
thầy khá nhiệt tình .,positive,thầy khá nhiệt tình
khả năng truyền đạt .,neutral,khả năng truyền đạt
giảng viên truyền đạt kiến thức chưa tốt .,negative,giảng viên truyền đạt kiến thức chưa tốt
"nên tăng cường luyện nói trên lớp , hướng dẫn cách nói nhanh lưu loát .",negative,tăng cường luyện nói lớp hướng dẫn cách nói nhanh lưu loát
"cả 3 , 4 buổi thực hành theo hình thức 2 môn này có thầy cô này tham gia hay hướng dẫn buổi nào đâu mà đánh giá , chỉ có mỗi thầy wzjwz43 thôi .",negative,cả buổi thực hành theo hình thức môn thầy cô tham gia hay hướng dẫn buổi nào đâu mà đánh giá chỉ mỗi thầy wzjwz thôi
"giảng dễ hiểu , nhiệt tình .",positive,giảng dễ hiểu nhiệt tình
nhà trường nên dạy những chuẩn sql mới vì chuẩn sql 92 hiện nay không còn phù hợp với những phiên bản sql mới và nó đã quá cũ rồi .,negative,nhà trường dạy những chuẩn sql mới vì chuẩn sql hiện nay phù hợp những phiên bản sql mới nó cũ rồi
giảng viên dạy quá nhanh .,negative,giảng viên dạy nhanh
"thầy vui tính , dạy hay , dễ hiểu .",positive,thầy vui tính dạy hay dễ hiểu
"khi giảng thầy chưa chỉ rõ trọng tâm của bài để sinh viên nắm bắt và dễ tiếp thu hơn , giọng thầy còn nhỏ , đều đều .",negative,khi giảng thầy chưa chỉ rõ trọng tâm bài để sinh viên nắm bắt dễ tiếp thu hơn giọng thầy nhỏ
"thầy giảng bài hay , hài hước .",positive,thầy giảng bài hay hài hước
slide cần giải chi tiết các ví dụ để các học sinh không lên lớp được thì có thể hiểu được bài giảng .,negative,slide giải chi tiết các ví dụ để các học sinh lên lớp thì có thể hiểu bài giảng
"không nắm được thực lực , bài tập quá sức với sinh viên .",negative,nắm thực lực bài tập quá sức sinh viên
"cách giảng dạy thoải mái , dễ tiếp thu .",positive,cách giảng dạy thoải mái dễ tiếp thu
"hy vọng lần sau thầy dạy sẽ mang đến thêm một số bài tập kèm hướng dẫn để bọn em dễ dàng vận dụng kiến thức mình học hơn , khi thầy giảng xong , có thể bọn em nói bọn em hiểu nhưng bọn em không nhớ lâu được do không có chỗ để bọn em vận dụng , nên cuối cùng đến khi thi bọn em vẫn trả lời rằng bọn em không hiểu .",negative,hy vọng lần thầy dạy mang đến thêm một số bài tập kèm hướng dẫn để bọn dễ dàng vận dụng kiến thức học hơn khi thầy giảng xong có thể bọn nói bọn hiểu nhưng bọn nhớ lâu do chỗ để bọn vận dụng cuối cùng đến khi thi bọn vẫn trả lời rằng bọn hiểu
"sử dụng từ ngữ không phù hợp , có thái độ phân biệt với một vài sinh viên , thường nói chuyện với các sinh viên nữ .",negative,sử dụng từ ngữ phù hợp thái độ phân biệt một vài sinh viên thường nói chuyện các sinh viên nữ
cô rất nghiêm túc colonsad .,negative,cô nghiêm túc colonsad
"nhiệt tình , giảng dạy có hiệu quả cao .",positive,nhiệt tình giảng dạy hiệu quả cao
"em nghĩ như vậy sẽ tiếp thu bài tốt hơn vì được tiếp thu dần dần , ít rồi thành nhiều dễ tiếp thu hơn là nhiều rồi nhiều và cuối cùng không được gì vì quá nhiều .",negative,nghĩ như vậy tiếp thu bài tốt hơn vì tiếp thu dần dần ít rồi thành nhiều dễ tiếp thu hơn nhiều rồi nhiều cuối cùng gì vì nhiều
trình bày chi tiết .,positive,trình bày chi tiết
"giảng viên tận tâm , nhiệt tình , lên lớp đúng giờ .",positive,giảng viên tận tâm nhiệt tình lên lớp đúng giờ
truyền đạt bài giảng rất tốt .,positive,truyền đạt bài giảng tốt
"giảng viên nhiệt tình , vui vẻ .",positive,giảng viên nhiệt tình vui vẻ
"thầy dạy dễ hiểu , nhiệt tình , vui tính .",positive,thầy dạy dễ hiểu nhiệt tình vui tính
"hiện tại tốt , không cần điều chỉnh gì thêm .",positive,hiện tại tốt điều chỉnh gì thêm
"giảng bài tâm huyết , dễ tiếp thu .",positive,giảng bài tâm huyết dễ tiếp thu
phòng thực hành cần được nâng cấp .,negative,phòng thực hành nâng cấp
em chưa gặp thầy lần nào .,neutral,chưa gặp thầy lần nào
"giáo viên dạy dễ hiểu , hướng dẫn và cho kiểm tra phù hợp với chương trình .",positive,giáo viên dạy dễ hiểu hướng dẫn kiểm tra phù hợp chương trình
deadline cho thời gian đủ dài để sinh viên hoàn thành bài tập .,positive,deadline thời gian đủ dài để sinh viên hoàn thành bài tập
thầy đôi lúc nói quá nhanh .,negative,thầy đôi lúc nói nhanh
"thầy dạy nghiêm túc , theo dõi sát buổi học .",positive,thầy dạy nghiêm túc theo dõi sát buổi học
"khả năng truyền đạt nội dung học tập chưa cao , chưa nêu rõ ràng nội dung của môn .",negative,khả năng truyền đạt nội dung học tập chưa cao chưa nêu rõ ràng nội dung môn
cách truyền tải vấn đề .,neutral,cách truyền tải vấn đề
mặc dù giảng viên nói khá nhiều kiến thức trên lớp học nhưng số lượng sinh viên hiểu hết kiến thức cực kỳ ít .,negative,mặc dù giảng viên nói khá nhiều kiến thức lớp học nhưng số lượng sinh viên hiểu hết kiến thức cực kỳ ít
cô dạy hơi nhanh .,negative,cô dạy hơi nhanh
vui nhiệt tình .,positive,vui nhiệt tình
nên giao chìa khóa phòng thực hành cho trực tiếp giáo viên .,negative,giao chìa khóa phòng thực hành trực tiếp giáo viên
lên lớp không đầy đủ .,negative,lên lớp đầy đủ
giảng viên cho học sinh xem thêm nhiều video tiếng anh hay .,positive,giảng viên học sinh xem thêm nhiều video tiếng hay
không chỉ phần mềm .,negative,không chỉ phần mềm
"dạy không đủ bài giảng có thi , không giúp sinh viên mở rộng các bài tập liên quan đến bài giảng , chỉ dạy y chang theo slide mà không rõ sinh viên đã hiểu chưa .",negative,dạy đủ bài giảng thi giúp sinh viên mở rộng các bài tập liên quan đến bài giảng chỉ dạy y chang theo slide mà rõ sinh viên hiểu chưa
nội dung môn học khá khó để tiếp thu .,negative,nội dung môn học khá khó để tiếp thu
"chương trình học khá nặng , quá nhiều kiến thức .",negative,chương trình học khá nặng nhiều kiến thức
cần quan tâm tới học sinh của mình hơn .,negative,quan tâm tới học sinh hơn
nội dung môn học cần rõ ràng hơn nữa để biết môn học học cái gì và khả năng tiếp nhận kiến thức của sinh viên .,negative,nội dung môn học rõ ràng hơn nữa để biết môn học học cái gì khả năng tiếp nhận kiến thức sinh viên
nên có thêm slide cho sinh viên .,negative,thêm slide sinh viên
giảng viên cần tăng cường trao đổi nội dung môn học qua website môn học .,negative,giảng viên tăng cường trao đổi nội dung môn học qua website môn học
thầy giảng bài đầy đủ .,positive,thầy giảng bài đầy đủ
"môn này chẳng hỗ trợ it gì cả , nên dạy qua loa thôi để sinh viên tập trung các môn khác !",negative,môn chẳng hỗ trợ it gì cả dạy qua loa thôi để sinh viên tập trung các môn khác
phòng lab cần có thêm thiết bị thật để thực hành .,negative,phòng lab thêm thiết bị thật để thực hành
có những ví dụ thực tiễn .,positive,những ví dụ thực tiễn
sáo rỗng .,negative,sáo rỗng
thầy chỉ dạy nhiệt tình .,positive,thầy chỉ dạy nhiệt tình
có hệ thống bài tập trên moodle .,positive,hệ thống bài tập moodle
"gần gũi , tận tâm , thương sinh viên .",positive,gần gũi tận tâm thương sinh viên
không thông báo những bữa dạy bù và nghỉ lên daa và moodle .,negative,thông báo những bữa dạy bù nghỉ lên daa moodle
"thầy tận tâm , nhiệt tình trong giảng dạy .",positive,thầy tận tâm nhiệt tình giảng dạy
thầy có vẻ quá hiền .,neutral,thầy có vẻ hiền
còn làm ít bài tập .,negative,làm ít bài tập
cô rất nhiệt tình !,positive,cô nhiệt tình
cho làm nhiều đồ án và bài tập liên quan tới môn học .,positive,làm nhiều đồ án bài tập liên quan tới môn học
mong giáo viên có thể giảng bài kỹ hơn cho sinh viên .,negative,mong giáo viên có thể giảng bài kỹ hơn sinh viên
"thầy dạy dễ hiểu và khá gần gũi với sinh viên , thầy vui tính và hòa đồng .",positive,thầy dạy dễ hiểu khá gần gũi sinh viên thầy vui tính hòa đồng
giảng viên rất nhiệt tình và luôn chuẩn bị bài giảng chu đáo .,positive,giảng viên nhiệt tình luôn chuẩn bị bài giảng chu đáo
dạy kiến thức sát với thực tế .,positive,dạy kiến thức sát thực tế
cô cung cấp nhiều thông tin thực tế .,positive,cô cung cấp nhiều thông tin thực tế
"dạy xúc tích , dễ hiểu .",positive,dạy xúc tích dễ hiểu
thầy tuyệt vời !,positive,thầy tuyệt vời
"thầy mời doanh nghiệp về dạy sinh viên , khá thiết thực .",positive,thầy mời doanh nghiệp về dạy sinh viên khá thiết thực
"em nghĩ cô nên tóm gọn những nội dung phụ , lý thuyết , và đi sâu , tập trung vào trọng tâm hơn cũng như nếu được thì cô hãy nên sử dụng giọng phổ thông để áp dụng vào giảng dạy .",negative,nghĩ cô tóm gọn những nội dung phụ lý thuyết đi sâu tập trung vào trọng tâm hơn như nếu thì cô hãy sử dụng giọng phổ thông để áp dụng vào giảng dạy
quá chu đáo nên hay đi lòng vòng vấn đề .,negative,chu đáo hay đi lòng vòng vấn đề
"giảng kỹ , nhiệt tình .",positive,giảng kỹ nhiệt tình
giảng viên chu đáo .,positive,giảng viên chu đáo
cách truyền đạt của giảng viên làm sinh viên khó tiếp thu .,negative,cách truyền đạt giảng viên làm sinh viên khó tiếp thu
"sửa bài tập chi tiết , kỹ càng , đặt ra nhiều vấn đề hay .",positive,sửa bài tập chi tiết kỹ càng đặt ra nhiều vấn đề hay
"làm đồ án còn phải thi cuối kỳ lý thuyết , sinh viên có nhiều đồ án trên một kỳ , còn phải thi lý thuyết cuối kỳ .",negative,làm đồ án thi cuối kỳ lý thuyết sinh viên nhiều đồ án một kỳ thi lý thuyết cuối kỳ
cách giảng viên tạo cơ hội cho sinh viên lấy điểm cộng .,positive,cách giảng viên tạo cơ hội sinh viên lấy điểm cộng
lên lớp ít .,negative,lên lớp ít
"nhiệt tình với sinh viên , đảm bảo giờ lên lớp , có hệ thống website môn học dễ sử dụng .",positive,nhiệt tình sinh viên đảm bảo giờ lên lớp hệ thống website môn học dễ sử dụng
"cách giảng bài của thầy chưa được tốt còn thiếu sự gây hứng thú học tập cho sinh viên , đề thi môn học quá dài với lượng kiến thức cần có không phải ít khiến sinh viên khó làm bài tốt .",negative,cách giảng bài thầy chưa tốt thiếu sự gây hứng thú học tập sinh viên đề thi môn học dài lượng kiến thức ít khiến sinh viên khó làm bài tốt
dạy khá chắc chắn .,positive,dạy khá chắc chắn
đó là sau khi cô giảng xong một dạng toán thì nên cho ngay một ví dụ .,negative,khi cô giảng xong một dạng toán thì ngay một ví dụ
giảng viên có tăng cường giải đề các năm .,positive,giảng viên tăng cường giải đề các năm
còn có một số thiếu hụt nhỏ trong kiến thức nhưng nhìn chung có kiến thức chuyên môn tốt .,positive,một số thiếu hụt nhỏ kiến thức nhưng nhìn chung kiến thức chuyên môn tốt
cô sửa nhiều bài tập giúp sinh viên dễ tiếp thu phần lý thuyết .,positive,cô sửa nhiều bài tập giúp sinh viên dễ tiếp thu phần lý thuyết
cô dạy có tâm .,positive,cô dạy tâm
"một số lối giảng còn khó hiểu , thiếu đa dạng và thực tiễn .",negative,một số lối giảng khó hiểu thiếu đa dạng thực tiễn
"cô vui tính , tận tâm nhiệt tình , có thắc mắc cô đều giải thích rất kỹ và rất sâu .",positive,cô vui tính tận tâm nhiệt tình thắc mắc cô giải thích kỹ sâu
cụ thể là phần chấm điểm giữa kỳ .,neutral,cụ thể phần chấm điểm kỳ
thầy nhiệt tình giúp đỡ bọn em và chấm bài cũng không thiên vị .,positive,thầy nhiệt tình giúp đỡ bọn chấm bài thiên vị
anh văn .,neutral,văn
thầy giảng chưa sâu !,negative,thầy giảng chưa sâu
cô rất nhiệt tình khi dạy các em .,positive,cô nhiệt tình khi dạy các
chơi trò chơi .,neutral,chơi trò chơi
thông báo ngày nộp bài tập và báo cáo quá trễ .,negative,thông báo ngày nộp bài tập báo cáo trễ
thầy rất nhiệt tình và vui tính .,positive,thầy nhiệt tình vui tính
nên soạn slide bài giảng kỹ hơn .,negative,soạn slide bài giảng kỹ hơn
"hi vọng khi truyền đạt một ý nào đó thầy nói ngay vào trọng tâm , tránh mở bài quá dài dòng làm người nghe khó nắm bắt và chọn lọc nội dung .",negative,hi vọng khi truyền đạt một nào thầy nói ngay vào trọng tâm tránh mở bài dài dòng làm người nghe khó nắm bắt chọn lọc nội dung
dạy hay nhiệt tình .,positive,dạy hay nhiệt tình
"thầy wwzjwz305 rất tốt , rất hiền , tận tâm , nhiệt tình .",positive,thầy wwzjwz tốt hiền tận tâm nhiệt tình
"em thấy giảng viên chưa tạo được hứng thú để cho sinh viên học tập tốt hơn , khi lên lớp học lúc nào sinh viên cũng chán nản và không muốn học .",negative,thấy giảng viên chưa tạo hứng thú để sinh viên học tập tốt hơn khi lên lớp học lúc nào sinh viên chán nản muốn học
"thầy wzjwz94 dạy tốt , nhiệt tình và thân thiện với sinh viên , nếu được cho thầy tiếp tục giảng dạy trong các học kỳ tới .",positive,thầy wzjwz dạy tốt nhiệt tình thân thiện sinh viên nếu thầy tiếp tục giảng dạy các học kỳ tới
thầy vui tính truyền đạt dễ hiểu .,positive,thầy vui tính truyền đạt dễ hiểu
dạy đúng giờ nhiệt tình .,positive,dạy đúng giờ nhiệt tình
"thầy dạy rất hay , dễ hiểu , tận tâm .",positive,thầy dạy hay dễ hiểu tận tâm
"nếu được , thầy kể thêm truyện ngày xưa vào những lúc giải lao .",neutral,nếu thầy kể thêm truyện ngày xưa vào những lúc giải lao
giáo viên hay tới trễ .,negative,giáo viên hay tới trễ
nhưng vẫn chưa nhiệt tình lắm .,negative,nhưng vẫn chưa nhiệt tình
thầy giảng bài rất có tâm huyết .,positive,thầy giảng bài tâm huyết
đầu tư thêm nhiều thiết bị .,negative,đầu tư thêm nhiều thiết bị
giảng viên rất tận tâm trong việc giảng dạy .,positive,giảng viên tận tâm việc giảng dạy
phương pháp giảng dạy của giảng viên dễ hiểu giúp sinh viên dễ nắm bắt .,positive,phương pháp giảng dạy giảng viên dễ hiểu giúp sinh viên dễ nắm bắt
cho các bài kiểm tra trên lớp rất hay .,positive,các bài kiểm tra lớp hay
cô dạy không nhiệt tình tuy có đầy đủ bài học .,negative,cô dạy nhiệt tình tuy đầy đủ bài học
giảng viên thường xuyên đến lớp trễ .,negative,giảng viên thường xuyên đến lớp trễ
thầy giỏi và nhiệt tình .,positive,thầy giỏi nhiệt tình
lúc đầu có sai sót kỹ thuật ở mã môn học it006dote12 có hai dấu chấm nên sinh viên không được add vào môn học trong hệ thống moodle nên thầy phải cung cấp tài liệu cho sinh viên qua google site .,negative,lúc đầu sai sót kỹ thuật mã môn học it dote hai dấu chấm sinh viên add vào môn học hệ thống moodle thầy cung cấp tài liệu sinh viên qua google site
cách dạy của thầy không phù hợp với em nên khiến em khó khăn trong việc tiếp thu .,negative,cách dạy thầy phù hợp khiến khó khăn việc tiếp thu
"giảng viên dạy tương đối dễ hiểu , vui tính .",positive,giảng viên dạy tương đối dễ hiểu vui tính
nên bỏ môn học này vì nó không sát với chương trình học .,negative,bỏ môn học vì nó sát chương trình học
mong cô luôn như vậy .,positive,mong cô luôn như vậy
"giáo viên giảng chậm , kỹ , dễ hiểu .",positive,giáo viên giảng chậm kỹ dễ hiểu
máy chiếu bị ảnh hưởng bởi ánh sáng nên xem slide không rõ .,negative,máy chiếu ảnh hưởng bởi ánh sáng xem slide rõ
"thầy giáo nhiệt tình , vui vẻ , tận tình giải đáp thắc mắc cho sinh viên .",positive,thầy giáo nhiệt tình vui vẻ tận tình giải đáp thắc mắc sinh viên
"giảng viên không giải thích gì về bài tập , nếu có giải thích thì chỉ qua loa cho xong .",negative,giảng viên giải thích gì về bài tập nếu giải thích thì chỉ qua loa xong
nội dung chưa cô động .,negative,nội dung chưa cô động
cách truyền đạt kiến thức của giảng viên có hơi khó hiểu .,negative,cách truyền đạt kiến thức giảng viên hơi khó hiểu
